Time,RHip_FE,RHip_AA,RKnee_FE,RAnkle_FE,L5S1_FE,RShoulder_AA,RShoulder_RIE,RElbow_FE,RElbow_PS,RWrist_FE
0.0,-0.3148247989070219,0.11265815497612908,0.03164121158513721,-0.022250373237054498,nan,-0.23263765387021812,0.1788327059593081,0.4613947382405185,nan,nan
0.016666666666666666,-0.3304935660470165,0.10646716271456003,0.005179944283224966,-0.02462304843335516,nan,-0.22589539185615776,0.11075026568103678,0.477971743772533,nan,nan
0.03333333333333333,-0.34259766184011725,0.09620402585891435,-0.027553517932244,-0.02271459317968467,nan,-0.2220309665716948,0.06503857319306759,0.4886087919775239,nan,nan
0.05,-0.3486364540953013,0.07962228057556628,-0.07119365791181101,-0.01568649186641954,nan,-0.22202826614847693,0.04761329579591676,0.49077097125314284,nan,nan
0.06666666666666667,-0.34742403521497184,0.05745349957961915,-0.12757610461709526,-0.008291958150122337,nan,-0.2248688253536858,0.04630144084590912,0.48651282144699465,nan,nan
0.08333333333333333,-0.3385300510992675,0.032845828317246833,-0.19584646127958952,-0.010598909093656784,nan,-0.22876811706406627,0.04490130778667476,0.4795295110467418,nan,nan
0.1,-0.32162774480030265,0.009381950488200974,-0.27387938726209593,-0.034142481678755734,nan,-0.23219649869293937,0.03989835906330716,0.4698734476543045,nan,nan
0.11666666666666667,-0.2963682063768278,-0.010689698885568954,-0.3597435873897452,-0.08517087938465795,nan,-0.23388287864898566,0.04274775211825366,0.45272265525510025,nan,nan
0.13333333333333333,-0.26269235760748844,-0.026859159591935928,-0.4519146396035826,-0.1592570100455899,nan,-0.2323474270609719,0.06337555389724189,0.4244602667509994,nan,nan
0.15,-0.22149861221109599,-0.039684461263483045,-0.5482876261418517,-0.24238794598806146,nan,-0.22613388750709223,0.09157247118161664,0.3897079692401104,nan,nan
0.16666666666666666,-0.17564306561582974,-0.04976832280876983,-0.6453516426473945,-0.31843177144732504,nan,-0.21526919792211094,0.09965898895386557,0.35968767046927413,nan,nan
0.18333333333333332,-0.12993174692570264,-0.05692066511369024,-0.7387351195975801,-0.3764593052738957,nan,-0.2028187755533064,0.06929595308316872,0.3419638339609892,nan,nan
0.2,-0.08815579159957991,-0.06010947686748465,-0.8248194236662906,-0.4118691600919172,nan,-0.19436974970253718,0.016371477810339083,0.33291632236863594,nan,nan
0.21666666666666667,-0.048619117820564106,-0.05847916657801759,-0.9019973320065334,-0.42290916016173036,nan,-0.19467311957117323,-0.01566559630928572,0.3220817030570241,nan,nan
0.23333333333333334,-0.0035977088043031204,-0.052907968263707875,-0.970630186507786,-0.40924291722290146,nan,-0.2037312252148478,0.007134666572987556,0.30380475628022297,nan,nan
0.25,0.05469601096318427,-0.04698109540415269,-1.0319648953707663,-0.37456736435091964,nan,-0.21593482087591637,0.07689073793318459,0.2833240907565857,nan,nan
