Time,RHip_FE,RHip_AA,RKnee_FE,RAnkle_FE,RShoulder_AA,RShoulder_RIE,RElbow_FE,RElbow_PS,RWrist_FE,L5S1_FE
0.0,-0.0389933492307208,-0.1645524836231135,-0.1051613895683929,0.0441686176801586,-0.8345013572785547,0.988543130599481,1.2232967853067858,1.1018474757915682,0.347751076594579,
0.01666667,-0.0387105036156036,-0.1616598756263559,-0.1001659130702567,0.0471105074918072,-0.8449674978057653,0.9912811607185088,1.2298846981200466,1.0800937527321688,0.352968897043845,
0.03333333,-0.0359638224230723,-0.1610750377851612,-0.0999846529479884,0.052544535314553,-0.8526992587446117,0.9951069170283596,1.2351661932418805,1.0865823898213127,0.3738165472573702,
0.05,-0.0373716575321414,-0.1634716389164652,-0.1024047123516368,0.0785153276250101,-0.8597386480927904,0.9978958948790496,1.2466096699791205,1.0269186477612289,0.358884379874873,
0.06666667,-0.0366659668103533,-0.1579191978343544,-0.097863210478177,0.0643864688001613,-0.8586544074990168,1.002046948621947,1.2419746680251045,1.0233127027552298,0.3714504762980066,
0.08333333,-0.0350693682340286,-0.1574685941385952,-0.1022589585095393,0.0691886047050787,-0.8584863356081751,1.0123543842658786,1.2359535299424778,1.0473193526636395,0.420528019773228,
0.1,-0.036707304410088,-0.1539077308126426,-0.1019015674386084,0.071080118197364,-0.8606370561507217,1.0105865189735168,1.2357841872774078,1.0390383619164647,0.4146051910259114,
0.11666667,-0.0346172094499059,-0.152487999364859,-0.1170025805909374,0.1057884357540862,-0.8634668300254795,1.0103523383739328,1.24232144313086,1.0076313030494304,0.4051913189295061,
0.13333333,-0.0393585368619533,-0.1413983111644406,-0.1037890300216999,0.0715485444973129,-0.8629061656925566,1.00456464401288,1.238794043177189,1.0355240538520458,0.4235133836421487,
0.15,-0.040902386177762,-0.1367748568323547,-0.1047885676924793,0.0735965667250794,-0.8644360094392497,0.9969725879540094,1.2403534678112424,1.0583694927504053,0.4175125446113874,
0.16666667,-0.03455889520707,-0.1377286326682786,-0.121873450703391,0.1086850217052749,-0.8704327785367284,0.9962931529182908,1.245936247253609,1.0298123624712647,0.4071662568911087,
0.18333333,-0.0436052604787328,-0.1247837844385647,-0.1053905677052748,0.075894010116524,-0.8701071627556263,0.9840223934317308,1.2463708080574167,1.0499522176195228,0.4102086839508574,
0.2,-0.0414153265766842,-0.1236492310639107,-0.1213678810044329,0.1040713005508286,-0.8725022032135132,0.9846808525769004,1.2429876747507873,1.0301374871167153,0.4027978529331373,
0.21666667,-0.0456215241718312,-0.1157709663149874,-0.1073334635162059,0.079318222016027,-0.8721227365200714,0.973957158000763,1.2362272558631875,1.0260870317084418,0.3966010321024001,
0.23333333,-0.0460098969313801,-0.1104055479087362,-0.1084329036588366,0.0793803869787917,-0.8727725320253669,0.962168315511138,1.2276339984856948,1.0230670799516028,0.3933959070205767,
0.25,-0.0442304686581908,-0.108238512202875,-0.1153115783771029,0.0912534204863413,-0.8741376119782829,0.9488337509674172,1.2199862857968404,1.0127645783534664,0.3899189095577093,
0.26666667,-0.0483702669472749,-0.1042980167262676,-0.1138096195813359,0.0949770865541235,-0.8677316233850707,0.9266428035572388,1.202407694170034,1.0074858410263838,0.3855934181845897,
0.28333333,-0.0501108649607329,-0.1018268528603903,-0.1185396178866756,0.1060499270912724,-0.855984717317647,0.8491317483322028,1.1769040519747769,1.1112392490525835,0.3880802256110855,
0.3,-0.0553194744348716,-0.1004657548761628,-0.1180567067501986,0.1156354497016175,-0.8504873144953662,0.8383813233404396,1.150858348736561,1.0995566723307295,0.3761191737530944,
0.31666667,-0.060783850217184,-0.0982924342396651,-0.1178148474000377,0.1363517110054537,-0.8375112021827613,0.7899517302084282,1.1206037314727502,1.1244894620080883,0.3458416429341988,
0.33333333,-0.065664208986649,-0.097922045003663,-0.1214503347216202,0.1499394910586467,-0.8330942822603747,0.7788152725945773,1.086048392548564,1.1071514339990065,0.3372550869229019,
0.35,-0.0646451065240205,-0.0952613591504372,-0.1210699135076105,0.1622373174603124,-0.809774465314784,0.7281667172443983,1.0415968622326448,1.185191785277918,0.2675891173886431,
0.36666667,-0.0591823467420625,-0.086461142724638,-0.1235598705552745,0.1567878965316956,-0.7885622060466736,0.6940377573695523,0.9880704200398172,1.175587132113642,0.2206936517394412,
0.38333333,-0.0585553806669819,-0.080943776302774,-0.1244668021031406,0.1702041739003365,-0.7695414127306289,0.674679244937642,0.926123860796486,1.166486085152915,0.2068240086914999,
0.4,-0.0556957091276046,-0.0731812122224922,-0.1232750668552694,0.1681694161748851,-0.736889802509097,0.6192241526603038,0.8647504102581771,1.1765985294712211,0.1230074022885189,
0.41666667,-0.0511652379095503,-0.0629959218754649,-0.1269665960010018,0.175896929156865,-0.7116833219921466,0.6029641508256612,0.7904574786291019,1.1703354206864276,0.1037045765062556,
0.43333333,-0.0532287455711051,-0.0521955614430057,-0.1216135952633127,0.1783189293666416,-0.6812966576549859,0.5707568817094665,0.7187195168641954,1.0950319271888855,0.038903779980706,
0.45,-0.0531459790909158,-0.0418792610972702,-0.1213402314984228,0.1819642940300599,-0.6533822727981603,0.5500079906025996,0.6475564700455546,1.0820840745493974,-0.0112808345657016,
0.46666667,-0.0563683935788424,-0.0339363470839249,-0.1196497755726441,0.1832939586344591,-0.6255421274409305,0.5272619417474229,0.5815220102275133,1.1054703262312346,-0.0805104791173446,
0.48333333,-0.0566609913956881,-0.0250440245720431,-0.1219007497472873,0.1832553397341002,-0.6016772900721015,0.4992311659442367,0.530162901842783,1.1109322295801285,-0.1939355585076362,
0.5,-0.0550640737731761,-0.0210072183366521,-0.1248295712316286,0.1843980139512308,-0.574273944252511,0.4665685800451706,0.4780030138824904,1.073178828921602,-0.2210215547745279,
0.51666667,-0.0552515936933396,-0.014180634191642,-0.1229272347781188,0.1839390707232397,-0.5508434912347023,0.4219188567716462,0.4374806731493502,1.012519434642719,-0.2394050173777289,
0.53333333,-0.0459240134676797,-0.0115402583858559,-0.1297220350811866,0.18741688517473,-0.5262983322028946,0.3707691646842762,0.4006327054989939,0.9549480180736012,-0.2236679662779333,
0.55,-0.0443487187292707,-0.0090003901575726,-0.1251661562325465,0.1884021526844793,-0.4999864458333971,0.300513561667637,0.3800912221645841,0.8649605571503624,-0.2315133956240401,
0.56666667,-0.035574916290904,-0.0097768634053071,-0.1288757900276756,0.1889128669159406,-0.4752698284484002,0.2278729381283466,0.3649725070103167,0.8026011458575255,-0.2100979810781949,
0.58333333,-0.0281859076484204,-0.0087988311579719,-0.1346009675675868,0.1964933818105993,-0.4640238653866205,0.2241291395131097,0.3537888752411793,0.7973589520597882,-0.2101058626360311,
0.6,-0.0190867800262722,-0.0033826967997834,-0.1321247144961436,0.18838601624288,-0.4386015654828829,0.1374614054810387,0.3382270298910097,0.7020835464995309,-0.1473063487699454,
0.61666667,-0.0101322457768018,-0.0015817639758144,-0.1328723685182033,0.1886918124140622,-0.4238916308740422,0.1154664444086921,0.3344804375272391,0.7092451253014443,-0.1368054238307424,
0.63333333,0.0014751247075834,0.0037442558915009,-0.1382590240907927,0.1834647694704957,-0.4117579903876384,0.1017265255753991,0.3272364884348765,0.7168650485088826,-0.1250440802252133,
0.65,0.0057546434100737,0.0070360737461989,-0.1286135899122802,0.188548309697634,-0.4069567891065355,0.1178035120101447,0.3358095047054352,0.7240814749806718,-0.0832248931862638,
0.66666667,0.0215384625270387,0.006729021461554,-0.1403795694613686,0.1893031234093512,-0.3991543472199054,0.1211846830430961,0.3360567038904427,0.731402169690903,-0.0797071314643209,
0.68333333,0.0258097329780171,0.0090122484481094,-0.1311079242457082,0.1820198234255414,-0.420846498204887,0.3119989229907995,0.3317516358366312,0.7502135622430177,0.0222099126814295,
0.7,0.0359692394014717,0.0068596820453461,-0.132830705763629,0.1832281293529299,-0.4152856200266391,0.3210358839048538,0.3387812488975379,0.7524422094677377,0.02227847113431,
