Temps,RHip_FE,RHip_AA,RKnee_FE,RAnkle_FE,L5S1_FE,RShoulder_AA,RShoulder_RIE,RElbow_FE,RElbow_PS,RWrist_FE
0.0,-0.2648860379292657,-0.02675502589269485,0.14292783380983876,-0.0025848360396294808,0.012455461555054817,-0.18053334357377712,0.26460003025717926,0.6441695279025239,1.4690882277780053,0.10344227530744483
0.008333333333333333,-0.2721672990986134,-0.028145074872117593,0.13154632142928607,-0.0033034524504038554,0.012527127378020926,-0.18129572246839723,0.2661405111906768,0.6463644614529325,1.4668813263032918,0.10511724647383487
0.016666666666666666,-0.2788309452397949,-0.029092054762725115,0.11768459056978553,-0.005701667333675604,0.01241409854766807,-0.18200403322181138,0.27009686959319457,0.6474348476506574,1.4638246890691502,0.10607997753339529
0.025,-0.28732691808986777,-0.029727003780987298,0.1059452116886815,-0.01005195307770776,0.01093502437785121,-0.1821108949556637,0.2772418437050739,0.6451807943450248,1.4625185698334486,0.10317930967570575
0.03333333333333333,-0.2949000784303165,-0.03275781598729733,0.09119225123164308,-0.01395629257478924,0.011180387874009993,-0.1836377142151695,0.27340072723087916,0.6439323416281079,1.4741098448652799,0.10667259650262204
0.041666666666666664,-0.3023663242151033,-0.037648122104830796,0.07514580269386151,-0.0200954986659796,0.011014488339378974,-0.18463923002911814,0.27589231097283856,0.641809975115498,1.4705293617374988,0.10534342417875041
0.05,-0.310562500222548,-0.04238623545455815,0.05982919610775713,-0.03018461848261478,0.010608425451123867,-0.18593837415881756,0.2781971640950585,0.6390794935204671,1.4698944452248561,0.10865244223491827
0.058333333333333334,-0.31682393871480613,-0.049456003153999034,0.04056350519172347,-0.039910390316124075,0.011154144117232721,-0.18609893335141356,0.2802551034131268,0.6345268426512796,1.4755837920800328,0.11103796008018894
0.06666666666666667,-0.32087591942471605,-0.0550066887900795,0.019465261772520476,-0.05525418274642456,0.01085204875937664,-0.18542245559640191,0.28298525662669205,0.6299375888736416,1.4749065007212665,0.11185670877921289
0.075,-0.3244408099623794,-0.06270880700733034,-0.0025134637092859655,-0.07451133617654662,0.0110336015698198,-0.1831820160564183,0.2835789345864826,0.6255967139996775,1.4726818357354237,0.11265258264695198
