Time,RHip_FE,RHip_AA,RKnee_FE,RAnkle_FE,L5S1_FE,RShoulder_AA,RShoulder_RIE,RElbow_FE,RElbow_PS,RWrist_FE
0.0,-0.0632290070541864,-0.04616673328022236,-0.023446591260907496,0.041884402976632054,-0.2097982339146263,-0.3322174135366661,0.35149812829439286,0.9419876002176739,1.1520897711854914,-0.05971068145843537
0.016666666666666666,-0.06224405975735617,-0.044861910787350995,-0.023280098914497702,0.04288610839742366,-0.20748667832313936,-0.3314005966790019,0.34507496603967214,0.9461267826705281,1.1754353864812945,-0.049521531477514306
0.03333333333333333,-0.06136682873124518,-0.04361110466146392,-0.023213720144181424,0.043710578757772275,-0.20556419572636894,-0.3309171670696806,0.33988360274648893,0.9496428686410233,1.1952551908065072,-0.04035321685294213
0.05,-0.060650807025877315,-0.04244749568863661,-0.02332362982393519,0.04425924941029027,-0.20427225662409443,-0.33094717460207573,0.3367056841120898,0.9521066920367236,1.2093283917030064,-0.03289056136206884
0.06666666666666667,-0.06011742388138194,-0.04140147174860778,-0.023628500008416056,0.044512456443395174,-0.20365634746921052,-0.3314638872946657,0.33567771714553524,0.953410027472539,1.2174611278176912,-0.027274363348545213
0.08333333333333333,-0.059776611608950314,-0.040510639846622454,-0.02406944109875813,0.04449460988622389,-0.20358992585484972,-0.3322498435955644,0.3363149562423834,0.9537240857219192,1.2211208072982422,-0.023151081673946604
0.1,-0.05963382838319001,-0.039822468301201834,-0.024518287074299955,0.04423603641981675,-0.20385838328424133,-0.33298596733656877,0.3377502022903105,0.9533668105372758,1.2222679736883029,-0.019960369674404926
0.11666666666666667,-0.05967581015753681,-0.039378707472790736,-0.024818766043688725,0.04376525366997277,-0.2042606574058901,-0.33336620395678557,0.33905536675641423,0.9526608578524728,1.2221633542916903,-0.017275353200950524
0.13333333333333333,-0.059857465096249736,-0.03918583059934431,-0.024844053535998858,0.043128100205406035,-0.20468548001470838,-0.3331867054521221,0.33950481344128813,0.9518401502980617,1.2209761902128164,-0.014970949253088157
0.15,-0.060109500617439394,-0.03919153168967464,-0.024545017506362992,0.042406615850688445,-0.20513206309985282,-0.3323854378391743,0.33871420969143223,0.9510185664337878,1.218366811604323,-0.013145139254357629
0.16666666666666666,-0.06036059003557549,-0.03928955083007034,-0.023969654366268297,0.04171369383163103,-0.2056746198677174,-0.33104065366401214,0.3366792341405951,0.9502007585452764,1.2144139346405765,-0.011907416521739378
0.18333333333333332,-0.06055493532953199,-0.03935862334009302,-0.02324648213179897,0.04115838712430836,-0.20639906508007796,-0.3293450104690392,0.3337582347754001,0.9493123284629739,1.210097352326481,-0.011206230812009454
0.2,-0.06065524168534436,-0.03931722784222702,-0.02253685269255936,0.040797817884151516,-0.2073443326838011,-0.32755683436013283,0.3305918648391389,0.9482447751966708,1.20706919001978,-0.010785514587914867
0.21666666666666667,-0.06063158277173441,-0.039162210342777254,-0.021974659309775078,0.04060781045448651,-0.20846280367703063,-0.32592593300366596,0.32792571104995244,0.9469190866114128,1.206983768972781,-0.010262095181555886
0.23333333333333334,-0.06044011223103595,-0.03896638642885822,-0.02162256123219702,0.04050368594486799,-0.20960247577225313,-0.32461504692859916,0.32635882359629104,0.9453526367002845,1.2107773135522732,-0.009275970824949513
0.25,-0.06000744630682091,-0.03883449313932231,-0.021468201408728023,0.040410389236824364,-0.2105234629270276,-0.323658265537797,0.3261230261643539,0.9436861724166564,1.2181607107935668,-0.007653490286988091
0.26666666666666666,-0.05924948318076917,-0.03884406164266301,-0.021458697560207407,0.040334113489817955,-0.21096690101733917,-0.32298242481109096,0.3270067594785071,0.9421372494051835,1.2274878979378019,-0.005511926911262893
0.2833333333333333,-0.05813186396045299,-0.03900890398831889,-0.02154606635269768,0.04037610416440282,-0.2107610138555021,-0.3224775848163688,0.3284561401556082,0.9409041251389326,1.236101985840129,-0.0032504848062667457
0.3,-0.0567302801838911,-0.03928690151861497,-0.021713020104743547,0.04067426006490892,-0.2099023136237194,-0.3220731435967923,0.32979139989459955,0.9400881535272549,1.2411212048949452,-0.001431342728266896
0.31666666666666665,-0.05523518278085965,-0.03962072712887412,-0.021968792089694843,0.04131591096652988,-0.2085565899133019,-0.32177943660946623,0.3304449986874338,0.9396792643893902,1.2404110520244647,-0.0006141689249942215
0.3333333333333333,-0.053894078628460095,-0.03997658157908353,-0.022327510577110306,0.04228056559441919,-0.2069918395451738,-0.32168309099885567,0.3301511608095693,0.93959318035665,1.233356260190313,-0.0012199471052253144
0.35,-0.052938991827034966,-0.0403508808369398,-0.02278776346551762,0.043441267468757934,-0.205506478168726,-0.321907863559177,0.32903589965655505,0.9397249285530139,1.22112486811973,-0.003461366022453572
0.36666666666666664,-0.05254293943661404,-0.040743267344856796,-0.023323004846081432,0.04461596303622568,-0.20439185709549668,-0.3225551067821728,0.3275607488453297,0.9399933743833319,1.2063625323056897,-0.007322488206302017
0.3833333333333333,-0.052803072664168636,-0.04112362335151452,-0.02388401862251427,0.04563970443216972,-0.2039084645742423,-0.3236369076320814,0.3263139321254149,0.9403608405960722,1.1924979530600548,-0.01254123901254372
0.4,-0.053726817739918185,-0.04142634397327849,-0.02441245629872536,0.046418879193644284,-0.20423980956571114,-0.3250278290579999,0.3257338898281769,0.9408162703819276,1.1829227391758477,-0.01857443345798239
0.4166666666666667,-0.055219532016758034,-0.04158088080497794,-0.02486069401286061,0.046933593221539664,-0.20542608720129807,-0.326472364918565,0.3259164639491019,0.941328699343787,1.180226837586059,-0.024593142196769363
0.43333333333333335,-0.05709122931319008,-0.041555893211525495,-0.025207179213540157,0.0471898909563086,-0.20731436468411457,-0.32766626862052456,0.32662013765759856,0.9418029814365715,1.1855845250252388,-0.02959119458259813
0.45,-0.05908833780849974,-0.04138419286512247,-0.02545790086553834,0.04716912855531274,-0.20956071632573128,-0.32838166272923797,0.3274597581738559,0.9420746796506174,1.1984069408029068,-0.03262958037875898
0.4666666666666667,-0.06093767960203099,-0.041151969472253844,-0.02563521269822826,0.0468265543666993,-0.21169712799905196,-0.3285665954624531,0.3281586861355527,0.9419595015300068,1.2164160008398306,-0.03312395587820637
0.48333333333333334,-0.062385660138401015,-0.04096006884898838,-0.025764174095211367,0.046145276088098264,-0.21324753672517155,-0.32835897062476566,0.32869568044209724,0.9413386077780851,1.2362215218644848,-0.031016838050989544
0.5,-0.06322554496189478,-0.04087884907703425,-0.025865203039459817,0.0452015014906078,-0.2138533535522706,-0.3280091398154768,0.32925836687131016,0.9402310059720763,1.2542855475929062,-0.026726619203482446
0.5166666666666666,-0.06332411576070218,-0.04091749141894102,-0.02595279598298795,0.044184619652000726,-0.2133690385159537,-0.32775972148900273,0.33004659073850096,0.9388033415526674,1.267910701167558,-0.0209080084639336
0.5333333333333333,-0.06266694137128556,-0.04102012786370274,-0.02603390598505866,0.04334519332799683,-0.21191003477750356,-0.327747027917728,0.3310656321550991,0.937309495989444,1.2757750869490772,-0.014189868089277202
0.55,-0.06141407054101889,-0.041089659094553845,-0.026103600574714978,0.042894704483646975,-0.2098442856585324,-0.32796617135433703,0.3320524186979041,0.9360015363582431,1.2777762661470384,-0.007061747356314739
0.5666666666666667,-0.05991308641248234,-0.041028051082943495,-0.026143905422129323,0.04292026749624705,-0.20770960863426588,-0.3283040726210386,0.33259143410309155,0.9350600102758978,1.274446641048893,5.657843647788254e-05
0.5833333333333334,-0.05861456813249764,-0.04077616451573812,-0.026131427096193035,0.04337054824249822,-0.20605277964806984,-0.3286123714340055,0.3323535781260561,0.9345613701095831,1.2664892438642232,0.00668664433898842
0.6,-0.057899450530502876,-0.04034043262804317,-0.02605041031684217,0.0441142887473812,-0.2052359499744793,-0.3287787347376753,0.33130734981856946,0.9344762651934209,1.2547868783930707,0.012262746388383778
0.6166666666666667,-0.05790301477813867,-0.03979945676297715,-0.025903979160169212,0.045019971699566286,-0.20529741672098228,-0.32876319540791854,0.32976809364851756,0.9346879268673693,1.2408196239149332,0.016250772661023573
0.6333333333333333,-0.058438024209761325,-0.03928581130747904,-0.025720714988913096,0.0460020605964298,-0.20594332360337406,-0.3285905275447764,0.32826102714858485,0.9350218571938054,1.2271131802155801,0.018318308677579567
0.65,-0.05907262054654014,-0.03894477371560238,-0.025554598922537596,0.04701525526025454,-0.20668887329945534,-0.3283181703001411,0.32729386463288895,0.9352844233808706,1.2172158193826437,0.018417219205294152
0.6666666666666666,-0.05934236697215309,-0.03888411362442772,-0.025471880891046992,0.048012874026950036,-0.20709388589126684,-0.32801198244964425,0.32717327568886306,0.9353168046922734,1.2148686224019944,0.016725657053659596
